Store,Product_Category,Month,Quantity,Original_Price,Discount_%,Final_Price,Revenue,Customer_Rating
Chennai,Groceries,March,12,2664.32,15,2264.67,27176.01,4.5
Jaipur,Toys,May,8,4009.78,5,3809.29,30474.32,2.9
Jaipur,Sports,April,2,1652.13,10,1486.92,2973.84,3.4
Bangalore,Clothing,March,40,2584.55,15,2196.87,87874.71,3.0
Kolkata,Toys,April,48,845.31,15,718.51,34488.69,4.5
Hyderabad,Sports,March,32,676.46,10,608.81,19481.92,3.8
Kolkata,Electronics,May,21,3653.41,5,3470.74,72885.51,2.9
Hyderabad,Clothing,March,27,3465.62,10,3119.06,84214.54,3.8
Mumbai,Furniture,February,26,489.09,20,391.27,10173.12,4.9
Jaipur,Toys,January,38,2749.89,10,2474.9,94046.22,4.4
Mumbai,Groceries,February,47,3293.17,0,3293.17,154779.12,3.4
Delhi,Sports,March,12,1742.52,5,1655.39,19864.72,3.1
Jaipur,Clothing,June,33,1275.38,15,1084.08,35774.5,4.8
Bangalore,Clothing,February,11,3290.62,0,3290.62,36196.85,4.6
Bangalore,Sports,March,35,252.47,20,201.97,7069.06,4.2
Delhi,Groceries,April,47,956.92,0,956.92,44975.19,4.1
Mumbai,Groceries,April,25,1156.1,20,924.88,23121.93,2.6
Chennai,Toys,June,14,4527.68,0,4527.68,63387.5,4.4
Bangalore,Furniture,May,15,1375.41,0,1375.41,20631.08,4.7
Bangalore,Groceries,March,34,2290.57,15,1946.99,66197.54,3.5
Hyderabad,Groceries,March,30,4031.54,10,3628.38,108851.48,3.6
Mumbai,Sports,February,38,1472.18,0,1472.18,55942.95,3.2
Bangalore,Groceries,February,19,4044.04,15,3437.44,65311.3,5.0
Hyderabad,Electronics,March,19,4376.49,20,3501.2,66522.71,3.9
Kolkata,Electronics,June,9,160.78,15,136.66,1229.97,3.3
Bangalore,Toys,March,41,1569.6,0,1569.6,64353.75,2.6
Jaipur,Furniture,February,41,1719.0,0,1719.0,70478.97,5.0
Pune,Toys,June,49,1497.92,15,1273.23,62388.48,4.0
Kolkata,Sports,February,21,2655.08,20,2124.07,44605.41,3.1
Chennai,Groceries,April,33,3714.07,0,3714.07,122564.38,4.8
Jaipur,Groceries,January,34,4407.0,0,4407.0,149837.88,2.6
Pune,Furniture,June,12,2375.72,0,2375.72,28508.67,3.4
Jaipur,Toys,June,40,4745.73,15,4033.87,161354.85,4.5
Bangalore,Furniture,April,28,1247.5,15,1060.38,29690.59,3.7
Hyderabad,Furniture,February,24,3043.19,0,3043.19,73036.57,3.8
Pune,Sports,June,22,1346.52,0,1346.52,29623.41,2.6
Hyderabad,Clothing,March,8,1270.4,5,1206.88,9655.02,4.9
Chennai,Toys,January,35,1060.88,10,954.79,33417.68,3.6
Jaipur,Electronics,May,38,4285.27,0,4285.27,162840.12,3.0
Bangalore,Furniture,April,33,1760.42,20,1408.33,46475.01,3.6
Kolkata,Sports,February,43,317.5,0,317.5,13652.5,3.5
Chennai,Electronics,January,17,657.81,10,592.03,10064.46,4.7
Pune,Electronics,May,11,319.78,10,287.8,3165.85,2.8
Hyderabad,Toys,January,40,2166.96,15,1841.91,73676.57,4.7
Chennai,Toys,May,12,3405.58,0,3405.58,40866.94,4.6
Pune,Furniture,February,5,107.67,10,96.9,484.51,2.5
Hyderabad,Toys,January,47,4370.83,5,4152.29,195157.51,2.8
Hyderabad,Electronics,April,18,552.2,15,469.37,8448.59,3.9
Mumbai,Electronics,April,15,3774.27,5,3585.56,53783.33,4.2
Mumbai,Clothing,February,11,3033.59,5,2881.91,31701.04,2.8
Mumbai,Electronics,April,3,3647.47,10,3282.72,9848.16,4.4
Chennai,Sports,March,16,4957.19,5,4709.33,75349.29,2.5
Hyderabad,Furniture,March,43,2481.4,20,1985.12,85360.24,3.5
Chennai,Toys,June,49,1158.65,0,1158.65,56773.93,4.3
Mumbai,Sports,April,21,3493.21,5,3318.55,69689.64,3.5
Chennai,Electronics,May,38,3966.03,15,3371.12,128102.68,3.1
Kolkata,Groceries,March,28,2938.41,0,2938.41,82275.34,3.6
Kolkata,Groceries,February,36,2025.57,5,1924.3,69274.62,2.9
Chennai,Furniture,May,1,1794.8,15,1525.58,1525.58,3.3
Delhi,Furniture,February,28,132.88,10,119.59,3348.6,3.5
Mumbai,Electronics,June,5,2702.32,15,2296.97,11484.85,4.0
Hyderabad,Electronics,April,49,788.71,20,630.97,30917.41,3.1
Kolkata,Groceries,March,11,765.37,5,727.1,7998.08,2.6
Hyderabad,Groceries,March,42,2037.63,10,1833.87,77022.34,2.9
Chennai,Sports,February,37,4193.85,20,3355.08,124138.05,4.9
Chennai,Groceries,June,4,4974.8,0,4974.8,19899.22,5.0
Chennai,Groceries,June,17,1989.01,15,1690.66,28741.17,5.0
Mumbai,Electronics,May,34,924.85,20,739.88,25155.95,4.6
Bangalore,Groceries,February,34,1370.74,10,1233.67,41944.67,2.9
Chennai,Sports,April,21,4835.45,15,4110.13,86312.7,3.4
Jaipur,Toys,March,13,3168.55,10,2851.69,37072.01,3.0
Chennai,Electronics,March,18,3154.69,0,3154.69,56784.41,4.5
Bangalore,Toys,May,8,293.35,0,293.35,2346.81,4.3
Hyderabad,Groceries,March,34,3638.5,20,2910.8,98967.25,3.6
Hyderabad,Toys,June,11,2791.68,20,2233.34,24566.79,4.5
Jaipur,Electronics,June,12,4851.08,10,4365.97,52391.64,3.7
Kolkata,Furniture,April,32,2510.46,5,2384.94,76318.06,3.7
Bangalore,Electronics,June,24,2262.0,10,2035.8,48859.12,3.8
Mumbai,Groceries,February,17,4341.33,10,3907.2,66422.32,3.5
Bangalore,Furniture,May,35,1082.33,0,1082.33,37881.38,2.6
Chennai,Electronics,January,49,1562.33,10,1406.1,68898.8,3.3
Bangalore,Groceries,May,13,4860.51,20,3888.41,50549.32,4.8
Kolkata,Clothing,June,29,249.69,10,224.72,6516.97,4.2
Delhi,Sports,May,16,4117.01,0,4117.01,65872.15,3.2
Kolkata,Sports,January,30,143.43,10,129.09,3872.61,3.0
Delhi,Electronics,June,7,316.39,15,268.93,1882.54,4.6
Mumbai,Toys,May,40,4691.75,15,3987.98,159519.37,4.1
Pune,Electronics,April,35,3106.66,0,3106.66,108733.11,4.3
Hyderabad,Furniture,June,31,423.45,10,381.1,11814.21,3.9
Hyderabad,Furniture,May,45,3519.01,20,2815.2,126684.21,4.9
Bangalore,Sports,February,40,653.37,5,620.7,24827.87,4.5
Kolkata,Sports,April,2,457.22,20,365.78,731.55,4.2
Pune,Furniture,February,39,2066.4,10,1859.76,72530.62,2.6
Pune,Toys,January,17,3238.33,20,2590.67,44041.32,2.6
Bangalore,Toys,March,25,702.31,0,702.31,17557.78,4.3
Kolkata,Sports,February,10,4125.02,15,3506.26,35062.64,4.1
Delhi,Sports,February,28,1249.8,20,999.84,27995.56,4.5
Hyderabad,Sports,April,13,4592.28,5,4362.67,56714.65,3.5
Pune,Sports,February,18,4136.51,10,3722.86,67011.5,3.2
Mumbai,Electronics,January,29,329.57,0,329.57,9557.66,2.7
Delhi,Electronics,June,5,4708.2,20,3766.56,18832.79,4.8
Mumbai,Electronics,March,19,2868.42,5,2725.0,51775.04,3.3
Jaipur,Clothing,March,13,2169.68,15,1844.23,23975.01,4.2
Mumbai,Clothing,February,29,1999.48,10,1799.53,52186.41,4.6
Pune,Clothing,May,21,4390.01,20,3512.0,73752.08,4.9
Jaipur,Groceries,January,4,3542.45,0,3542.45,14169.79,2.8
Bangalore,Groceries,April,37,336.11,20,268.89,9948.9,3.7
Pune,Furniture,January,35,2342.73,5,2225.59,77895.71,4.1
Bangalore,Furniture,January,7,3861.08,5,3668.03,25676.19,3.9
Jaipur,Clothing,January,9,4361.84,0,4361.84,39256.56,4.5
Pune,Toys,May,34,2034.2,15,1729.07,58788.33,4.3
Jaipur,Sports,April,44,2036.14,0,2036.14,89590.22,4.7
Jaipur,Groceries,March,13,384.65,5,365.42,4750.43,3.9
Pune,Toys,February,46,1285.26,5,1220.99,56165.67,2.5
Jaipur,Sports,February,35,2515.04,0,2515.04,88026.28,4.8
Jaipur,Toys,March,25,4821.15,15,4097.97,102449.36,3.5
Mumbai,Furniture,April,16,3887.32,15,3304.22,52867.49,4.9
Bangalore,Sports,May,42,3873.78,0,3873.78,162698.56,2.8
Hyderabad,Toys,January,33,3721.23,15,3163.05,104380.51,4.1
Jaipur,Groceries,May,36,2787.07,15,2369.01,85284.4,4.6
Mumbai,Groceries,January,23,3923.84,20,3139.07,72198.71,3.5
Jaipur,Groceries,May,41,4693.15,5,4458.5,182798.36,3.7
Pune,Furniture,April,26,2952.82,0,2952.82,76773.4,3.1
Kolkata,Furniture,February,11,4817.56,15,4094.93,45044.23,4.4
Mumbai,Groceries,February,44,3136.7,0,3136.7,138014.77,4.1
Delhi,Groceries,May,19,820.12,20,656.09,12465.78,3.8
Jaipur,Furniture,March,43,4068.31,15,3458.07,148696.91,3.3
Hyderabad,Furniture,January,47,397.08,5,377.23,17729.7,4.2
Delhi,Toys,April,41,2293.6,0,2293.6,94037.59,4.9
Bangalore,Clothing,May,21,4815.32,5,4574.55,96065.63,3.9
Hyderabad,Toys,June,3,912.17,20,729.74,2189.22,3.7
Chennai,Groceries,April,33,771.3,10,694.17,22907.47,4.5
Bangalore,Furniture,April,6,633.58,15,538.54,3231.24,4.9
Kolkata,Groceries,February,12,1371.75,0,1371.75,16461.06,4.8
Pune,Sports,June,18,4907.77,15,4171.61,75088.9,4.6
Chennai,Groceries,May,34,3521.72,10,3169.55,107764.77,3.8
Delhi,Clothing,May,42,2436.81,15,2071.29,86994.14,3.1
Mumbai,Groceries,January,20,2868.92,20,2295.13,45902.69,3.7
Mumbai,Toys,February,36,1849.44,15,1572.03,56592.98,3.1
Bangalore,Toys,February,40,4255.41,10,3829.87,153194.62,3.1
Bangalore,Electronics,May,3,4483.75,20,3587.0,10761.0,2.8
Mumbai,Sports,March,34,4966.95,0,4966.95,168876.29,4.4
Mumbai,Groceries,April,20,3795.9,10,3416.31,68326.17,2.6
Pune,Groceries,February,14,3147.99,20,2518.4,35257.53,3.1
Jaipur,Toys,March,18,3317.49,5,3151.62,56729.12,4.8
Delhi,Toys,April,23,2579.19,10,2321.27,53389.31,4.4
Chennai,Clothing,January,17,826.07,20,660.86,11234.58,3.1
Jaipur,Toys,March,21,2631.82,5,2500.23,52504.85,4.6
Chennai,Furniture,February,40,2064.61,15,1754.92,70196.9,4.6
Jaipur,Clothing,April,45,2996.54,0,2996.54,134844.23,3.2
Kolkata,Sports,April,46,448.68,15,381.37,17543.22,3.2
Bangalore,Toys,January,3,565.76,10,509.18,1527.55,4.6
Chennai,Furniture,February,29,3878.5,5,3684.58,106852.72,4.6
Delhi,Electronics,January,23,322.48,15,274.1,6304.41,3.6
Chennai,Sports,May,41,100.06,0,100.06,4102.34,2.7
Hyderabad,Toys,January,10,1082.75,20,866.2,8661.96,3.3
Bangalore,Groceries,June,47,1036.48,15,881.01,41407.44,3.1
Pune,Furniture,January,5,3819.44,5,3628.47,18142.33,3.3
Hyderabad,Toys,January,48,4102.22,0,4102.22,196906.53,3.4
Bangalore,Sports,April,39,1180.39,20,944.31,36828.27,3.9
Kolkata,Electronics,March,31,3793.77,10,3414.39,105846.06,3.2
Hyderabad,Electronics,January,11,3179.33,0,3179.33,34972.6,3.4
Kolkata,Furniture,January,21,2844.45,0,2844.45,59733.44,3.8
Mumbai,Groceries,April,17,4671.33,5,4437.77,75442.01,4.2
Kolkata,Groceries,June,1,697.95,5,663.05,663.05,4.3
Hyderabad,Electronics,January,34,4054.65,20,3243.72,110286.41,2.9
Hyderabad,Sports,April,3,682.48,0,682.48,2047.45,4.3
Pune,Toys,January,17,1964.54,15,1669.86,28387.56,4.5
Kolkata,Furniture,February,49,223.45,15,189.93,9306.6,2.8
Hyderabad,Clothing,January,14,4232.06,15,3597.25,50361.55,3.9
Chennai,Groceries,June,33,4838.47,10,4354.63,143702.64,3.6
Chennai,Groceries,June,40,978.35,10,880.52,35220.69,4.9
Kolkata,Groceries,March,10,4063.07,15,3453.61,34536.1,4.1
Delhi,Sports,March,37,447.37,10,402.63,14897.38,4.6
Pune,Groceries,March,18,1312.8,15,1115.88,20085.83,3.0
Jaipur,Sports,May,11,1038.0,15,882.3,9705.26,4.1
Mumbai,Toys,January,28,2082.18,10,1873.97,52471.04,3.4
Delhi,Electronics,March,22,1729.04,5,1642.58,36136.84,3.0
Pune,Furniture,January,13,3945.82,10,3551.24,46166.13,4.5
Chennai,Furniture,May,24,1453.96,5,1381.27,33150.37,4.8
Kolkata,Clothing,June,29,4887.81,5,4643.42,134659.19,4.9
Chennai,Furniture,June,41,3715.64,5,3529.85,144724.04,4.0
Mumbai,Groceries,January,12,462.81,10,416.53,4998.31,3.0
Mumbai,Groceries,February,24,3318.1,5,3152.2,75652.79,4.0
Pune,Groceries,May,47,4761.97,10,4285.78,201431.49,3.6
Jaipur,Furniture,March,20,551.27,5,523.7,10474.07,3.2
Delhi,Sports,March,6,1329.38,5,1262.91,7577.44,3.6
Kolkata,Sports,January,36,1322.67,5,1256.54,45235.29,4.7
Mumbai,Groceries,February,25,858.66,10,772.79,19319.85,4.3
Kolkata,Toys,March,22,3163.5,0,3163.5,69597.07,2.6
Mumbai,Electronics,May,4,4687.71,0,4687.71,18750.84,3.6
Mumbai,Clothing,April,9,4215.03,5,4004.28,36038.49,4.3
Hyderabad,Sports,January,10,140.77,5,133.73,1337.29,2.7
Bangalore,Toys,January,28,4320.47,15,3672.4,102827.09,3.6
Mumbai,Groceries,February,19,2988.32,0,2988.32,56778.17,3.9
Mumbai,Clothing,February,20,1099.72,0,1099.72,21994.42,4.5
Pune,Furniture,January,46,1426.95,5,1355.6,62357.76,2.7
Chennai,Clothing,March,33,3397.07,5,3227.22,106498.18,3.4
Pune,Clothing,February,38,1978.09,15,1681.38,63892.4,4.8
Chennai,Sports,March,10,2616.69,10,2355.02,23550.25,3.8
Bangalore,Sports,February,17,4611.76,10,4150.58,70559.87,3.8
Mumbai,Furniture,April,33,4487.2,0,4487.2,148077.46,2.6
Bangalore,Toys,February,43,3225.98,5,3064.68,131781.11,3.7
Delhi,Furniture,March,37,3941.54,5,3744.46,138545.06,4.6
Hyderabad,Groceries,February,13,1575.13,20,1260.1,16381.31,3.7
Kolkata,Furniture,April,15,1477.09,10,1329.38,19940.67,3.5
Delhi,Electronics,January,38,881.51,20,705.21,26797.97,2.7
Delhi,Furniture,May,7,3630.77,15,3086.16,21603.09,3.6
Jaipur,Toys,January,4,4630.35,10,4167.31,16669.26,3.8
Pune,Electronics,May,24,3967.53,20,3174.03,76176.67,3.3
Delhi,Electronics,February,39,1235.74,0,1235.74,48193.84,2.8
Mumbai,Sports,March,45,2565.35,0,2565.35,115440.71,4.6
Delhi,Electronics,April,23,2363.03,0,2363.03,54349.76,2.5
Mumbai,Toys,May,23,978.34,15,831.59,19126.57,3.1
Pune,Toys,January,40,4328.56,20,3462.85,138514.07,4.3
Delhi,Sports,June,33,1791.63,10,1612.46,53211.32,4.3
Bangalore,Sports,February,10,3209.73,10,2888.76,28887.59,3.1
Mumbai,Clothing,April,11,1302.23,10,1172.0,12892.04,3.3
Hyderabad,Furniture,March,9,2137.3,0,2137.3,19235.68,3.9
Delhi,Clothing,January,29,2550.55,10,2295.5,66569.42,3.9
Mumbai,Clothing,May,48,4731.06,0,4731.06,227090.86,3.7
Chennai,Toys,February,17,1110.64,20,888.51,15104.64,4.4
Bangalore,Clothing,January,39,2154.43,0,2154.43,84022.81,4.0
Bangalore,Electronics,March,3,2847.32,20,2277.86,6833.58,3.1
Delhi,Furniture,January,28,3516.65,0,3516.65,98466.19,3.7
Hyderabad,Electronics,March,44,1734.78,0,1734.78,76330.28,3.8
Chennai,Groceries,March,2,2082.39,10,1874.15,3748.3,2.5
Hyderabad,Sports,January,40,175.99,5,167.19,6687.65,2.7
Hyderabad,Sports,April,47,2754.63,15,2341.43,110047.42,4.6
Jaipur,Electronics,January,45,2307.35,20,1845.88,83064.42,4.5
Pune,Furniture,May,42,1673.69,10,1506.33,63265.65,2.7
Hyderabad,Groceries,June,4,2374.77,15,2018.55,8074.21,2.6
Pune,Groceries,March,30,1166.57,0,1166.57,34997.11,3.4
Pune,Furniture,February,15,338.42,15,287.66,4314.89,4.4
Delhi,Clothing,May,48,3783.56,5,3594.38,172530.35,4.4
Bangalore,Toys,March,44,3737.04,15,3176.48,139765.32,3.0
Jaipur,Sports,May,17,1365.33,10,1228.8,20889.58,3.6
Delhi,Furniture,February,37,2754.07,5,2616.36,96805.47,3.3
Chennai,Toys,March,16,1091.05,10,981.94,15711.05,3.0
Chennai,Groceries,February,30,4356.33,5,4138.52,124155.53,3.8
Pune,Electronics,February,2,754.89,10,679.4,1358.8,4.6
Delhi,Sports,January,38,2712.93,10,2441.64,92782.27,4.8
Hyderabad,Toys,January,30,1420.61,15,1207.52,36225.51,3.7
Hyderabad,Toys,March,36,4136.46,5,3929.64,141466.94,4.2
Pune,Furniture,June,24,533.09,20,426.47,10235.26,4.4
Mumbai,Furniture,January,37,1371.92,20,1097.54,40608.97,4.7
Bangalore,Toys,April,46,3367.55,0,3367.55,154907.4,4.7
Bangalore,Toys,May,38,562.2,10,505.98,19227.39,4.5
Chennai,Sports,March,20,4525.16,20,3620.13,72402.55,4.4
Kolkata,Toys,February,3,4988.38,10,4489.54,13468.62,3.9
Kolkata,Toys,May,49,4809.68,10,4328.71,212106.94,3.4
Bangalore,Sports,March,30,1632.61,20,1306.09,39182.69,3.1
Hyderabad,Sports,February,49,3835.28,10,3451.75,169135.97,2.5
Bangalore,Toys,May,10,2013.91,15,1711.82,17118.22,5.0
Pune,Groceries,March,2,3566.25,10,3209.62,6419.24,3.9
Kolkata,Groceries,March,46,1920.28,15,1632.24,75082.99,3.8
Bangalore,Toys,March,21,4907.48,15,4171.36,87598.48,4.7
Delhi,Furniture,June,25,2569.62,10,2312.66,57816.41,4.6
Bangalore,Sports,February,23,4632.73,15,3937.82,90569.89,3.8
Mumbai,Groceries,January,41,442.02,10,397.82,16310.66,4.4
Pune,Furniture,January,15,1100.42,5,1045.4,15680.93,4.2
Chennai,Sports,June,20,3458.44,0,3458.44,69168.74,4.0
Bangalore,Furniture,June,20,4808.51,10,4327.66,86553.16,4.1
Delhi,Sports,May,13,2964.05,0,2964.05,38532.64,3.2
Jaipur,Sports,February,11,3004.92,10,2704.43,29748.68,2.6
Kolkata,Toys,February,30,4586.79,15,3898.77,116963.25,4.7
Kolkata,Sports,June,43,1135.04,20,908.03,39045.24,4.9
Kolkata,Groceries,May,23,1503.95,0,1503.95,34590.75,5.0
Jaipur,Toys,February,17,3150.89,0,3150.89,53565.12,3.7
Pune,Toys,June,46,1742.87,20,1394.29,64137.52,4.9
Mumbai,Electronics,February,30,1599.65,10,1439.69,43190.61,4.5
Pune,Furniture,February,34,2427.26,5,2305.9,78400.49,3.2
Delhi,Furniture,May,20,4868.08,0,4868.08,97361.53,4.9
Kolkata,Furniture,March,46,3189.85,20,2551.88,117386.36,3.1
Jaipur,Clothing,April,49,1833.11,20,1466.49,71858.06,2.7
Chennai,Clothing,June,4,819.92,5,778.92,3115.69,4.6
Bangalore,Furniture,June,32,864.31,5,821.09,26274.91,3.8
Hyderabad,Groceries,April,48,953.79,0,953.79,45782.05,3.6
Pune,Clothing,January,42,1481.4,5,1407.33,59107.99,3.6
Chennai,Electronics,February,12,3907.54,5,3712.16,44545.97,3.3
Pune,Toys,January,32,4458.64,15,3789.85,121275.13,2.5
Chennai,Clothing,May,16,3314.67,15,2817.47,45079.51,3.7
Bangalore,Furniture,January,35,4018.62,15,3415.83,119553.88,3.5
Kolkata,Sports,May,45,4762.08,20,3809.66,171434.87,3.8
Chennai,Electronics,April,26,4361.07,15,3706.91,96379.64,4.9
Kolkata,Electronics,May,32,1469.14,15,1248.77,39960.55,2.9
Bangalore,Furniture,March,45,2092.13,20,1673.7,75316.62,3.9
Pune,Sports,January,6,1935.29,10,1741.76,10450.55,4.8
Kolkata,Groceries,April,49,3674.37,20,2939.5,144035.4,4.5
Hyderabad,Furniture,January,41,1337.97,20,1070.37,43885.27,4.7
Pune,Sports,April,13,3155.04,5,2997.29,38964.76,4.5
Jaipur,Furniture,May,17,845.04,0,845.04,14365.65,3.9
Chennai,Electronics,February,8,4611.62,20,3689.3,29514.4,4.9
Kolkata,Groceries,February,47,4551.33,20,3641.06,171129.98,3.7
Mumbai,Toys,February,18,2613.32,20,2090.65,37631.79,4.4
Chennai,Sports,June,18,936.47,20,749.18,13485.18,4.4
Kolkata,Electronics,March,15,4561.97,5,4333.87,65008.04,4.4
Chennai,Furniture,June,33,4279.61,0,4279.61,141227.19,4.6
Mumbai,Furniture,March,11,2300.29,0,2300.29,25303.19,3.3
Jaipur,Electronics,May,14,4583.33,10,4125.0,57749.99,2.9
Mumbai,Groceries,February,11,2885.48,0,2885.48,31740.26,3.0
Delhi,Toys,May,21,4191.82,5,3982.23,83626.87,3.3
Chennai,Groceries,June,8,3898.7,10,3508.83,28070.61,3.5
Kolkata,Electronics,May,2,3372.55,10,3035.3,6070.59,4.1
Bangalore,Electronics,June,19,1042.32,15,885.97,16833.44,4.6
Pune,Toys,March,4,1817.02,0,1817.02,7268.1,3.2
Delhi,Toys,April,32,2760.81,15,2346.68,75093.9,4.1
Hyderabad,Groceries,February,35,797.05,10,717.35,25107.1,4.6
Delhi,Clothing,January,12,1010.09,5,959.59,11515.05,4.8
Jaipur,Groceries,January,47,897.68,15,763.02,35862.15,3.2
Pune,Sports,May,25,4574.84,10,4117.36,102933.9,3.1
Hyderabad,Sports,February,9,3780.77,5,3591.73,32325.57,2.9
Kolkata,Toys,March,27,372.47,10,335.22,9050.95,3.0
Chennai,Furniture,February,47,2071.79,5,1968.2,92505.45,4.7
Pune,Furniture,January,25,3675.59,10,3308.03,82700.74,3.4
Mumbai,Furniture,January,22,949.38,20,759.5,16709.1,3.8
Hyderabad,Toys,February,46,3020.8,0,3020.8,138956.87,2.9
Mumbai,Clothing,May,6,4521.82,15,3843.55,23061.3,4.3
Jaipur,Groceries,February,21,4122.81,10,3710.53,77921.05,3.5
Delhi,Electronics,April,49,505.4,10,454.86,22288.0,4.5
Chennai,Clothing,May,37,681.67,20,545.34,20177.57,4.0
Chennai,Electronics,March,48,3939.15,15,3348.28,160717.34,4.0
Bangalore,Furniture,April,12,4378.23,20,3502.59,42031.04,3.9
Pune,Toys,May,28,4919.48,0,4919.48,137745.42,2.6
Delhi,Toys,February,31,358.55,15,304.77,9447.79,3.8
Hyderabad,Toys,January,1,775.64,5,736.86,736.86,3.4
Chennai,Electronics,June,38,4489.83,0,4489.83,170613.63,3.3
Delhi,Toys,January,38,2386.8,20,1909.44,72558.61,4.6
Hyderabad,Sports,May,15,4135.76,10,3722.18,55832.7,4.5
Pune,Toys,March,6,3428.08,5,3256.67,19540.03,4.2
Mumbai,Clothing,February,47,2430.42,15,2065.86,97095.33,3.1
Bangalore,Clothing,February,4,2854.73,20,2283.78,9135.12,3.1
Jaipur,Groceries,March,47,3342.71,0,3342.71,157107.41,4.1
Jaipur,Furniture,March,32,4706.9,15,4000.86,128027.62,4.5
Chennai,Toys,January,7,1351.15,0,1351.15,9458.04,3.6
Jaipur,Toys,June,14,1462.69,15,1243.28,17405.98,3.9
Kolkata,Furniture,June,4,2154.0,15,1830.9,7323.59,3.8
Delhi,Groceries,June,8,2561.89,10,2305.7,18445.63,3.2
Pune,Toys,February,8,346.05,15,294.14,2353.14,4.8
Delhi,Toys,January,16,2075.73,5,1971.95,31551.13,3.3
Delhi,Toys,May,29,2051.32,5,1948.75,56513.76,4.6
Chennai,Toys,June,6,4721.56,20,3777.25,22663.47,3.6
Jaipur,Toys,June,32,2225.48,5,2114.2,67654.46,3.8
Chennai,Clothing,April,6,1693.53,10,1524.18,9145.09,3.9
Delhi,Groceries,March,17,3513.81,15,2986.74,50774.5,3.1
Bangalore,Toys,June,6,2258.81,0,2258.81,13552.86,3.5
Kolkata,Groceries,May,42,226.27,15,192.33,8077.88,3.0
Hyderabad,Electronics,February,49,1592.01,0,1592.01,78008.66,3.0
Bangalore,Toys,May,47,2534.79,0,2534.79,119135.04,2.9
Chennai,Electronics,February,14,3648.74,5,3466.3,48528.24,3.4
Pune,Electronics,January,14,882.16,5,838.05,11732.75,2.7
Bangalore,Groceries,May,21,4746.43,0,4746.43,99675.08,3.1
Kolkata,Clothing,April,42,4641.89,10,4177.7,175463.45,2.6
Mumbai,Groceries,February,35,240.4,5,228.38,7993.2,4.9
Mumbai,Furniture,March,47,1314.58,5,1248.85,58695.97,4.0
Chennai,Furniture,June,2,403.24,10,362.92,725.83,4.3
Pune,Sports,April,12,2111.43,10,1900.29,22803.44,4.5
Chennai,Electronics,April,21,529.2,5,502.74,10557.49,2.7
Jaipur,Sports,May,47,4366.37,5,4148.05,194958.57,4.2
Jaipur,Furniture,May,37,3664.89,15,3115.16,115260.89,4.2
Jaipur,Groceries,May,42,1122.08,20,897.67,37701.99,4.4
Jaipur,Toys,April,25,1414.05,15,1201.95,30048.66,3.5
Kolkata,Clothing,May,36,2965.71,10,2669.14,96088.98,4.2
Chennai,Groceries,June,29,1789.61,15,1521.17,44113.79,4.7
Jaipur,Electronics,March,19,3275.71,15,2784.36,52902.79,4.2
Mumbai,Furniture,January,32,4139.32,5,3932.35,125835.24,2.6
Pune,Sports,March,37,501.92,15,426.63,15785.26,3.2
Delhi,Toys,February,9,865.39,15,735.58,6620.21,4.9
Hyderabad,Groceries,January,21,4343.9,10,3909.51,82099.66,5.0
Kolkata,Clothing,March,10,2194.68,15,1865.48,18654.81,4.2
Kolkata,Sports,May,31,3476.53,0,3476.53,107772.41,2.8
Chennai,Furniture,February,47,4110.06,0,4110.06,193173.01,4.7
Jaipur,Electronics,April,42,3978.17,5,3779.26,158729.04,4.7
Jaipur,Groceries,February,11,4897.84,10,4408.06,48488.64,4.9
Bangalore,Furniture,March,42,4458.93,5,4235.98,177911.12,4.4
Delhi,Furniture,June,30,1952.69,15,1659.79,49793.69,4.4
Chennai,Clothing,April,42,1243.33,20,994.66,41775.92,4.2
Hyderabad,Clothing,May,16,1140.44,0,1140.44,18246.98,4.6
Bangalore,Groceries,January,16,1772.46,5,1683.84,26941.41,4.0
Jaipur,Electronics,April,26,167.04,0,167.04,4343.14,3.1
Jaipur,Furniture,February,1,3396.95,15,2887.41,2887.41,2.9
Bangalore,Clothing,January,14,2049.63,15,1742.19,24390.63,4.0
Jaipur,Toys,May,10,2778.81,20,2223.05,22230.5,4.0
Hyderabad,Clothing,February,12,838.37,15,712.61,8551.36,5.0
Hyderabad,Sports,May,36,3066.86,0,3066.86,110406.89,4.6
Jaipur,Clothing,June,3,1342.81,20,1074.25,3222.75,3.2
Bangalore,Toys,April,21,3205.19,15,2724.41,57212.59,3.3
Chennai,Sports,May,7,718.73,15,610.92,4276.44,4.8
Hyderabad,Furniture,February,5,606.83,15,515.8,2579.02,4.1
Kolkata,Groceries,June,15,4466.88,20,3573.5,53602.56,4.3
Mumbai,Furniture,March,46,163.2,20,130.56,6005.67,4.9
Bangalore,Toys,January,29,516.78,0,516.78,14986.51,3.5
Delhi,Toys,May,27,1277.47,0,1277.47,34491.57,3.3
Pune,Groceries,June,24,2083.15,5,1979.0,47495.88,2.7
Jaipur,Sports,March,1,1668.13,20,1334.51,1334.51,3.3
Mumbai,Clothing,May,20,3442.74,20,2754.19,55083.83,4.2
Mumbai,Groceries,April,35,3366.42,15,2861.46,100151.11,4.2
Chennai,Furniture,January,39,4377.01,10,3939.31,153633.09,4.3
Chennai,Groceries,May,13,225.88,15,192.0,2495.97,3.6
Chennai,Toys,June,43,1061.6,15,902.36,38801.63,3.9
